CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
3046000,Bowdoin St,83,Woolsey St,Dwight St,7/11/18,Survey,Yes,Residential
2586000,Bacon St,65,Hamilton St,Bowdoin St,7/11/18,Survey,Yes,Residential
11878000,Silliman St,68,Holyoke St,Hamilton St,7/11/18,Survey,Yes,Residential
11890000,Silliman St,100,Gambier St,Madison St,7/11/18,Survey,Yes,Residential
11888000,Silliman St,42,Oxford St,Harvard St,7/11/18,Survey,Yes,Residential
8602000,Madison St,88,Felton St,Burrows St,7/11/18,Survey,Yes,Residential
6641000,Hamilton St,74,Wayland St,Woolsey St,7/11/18,Survey,Yes,Residential
6640000,Hamilton St,68,Bacon St,Wayland St,7/11/18,Survey,Yes,Residential
2582000,Bacon St,32,Brussels St,Goettingen St,7/11/18,Survey,Yes,Collector
11876000,Silliman St,69,Goettingen St,Somerset St,7/11/18,Survey,Yes,Residential
11887000,Silliman St,51,Cambridge St,Oxford St,7/11/18,Survey,Yes,Residential
6638000,Hamilton St,50,Felton St,Burrows St,7/11/18,Survey,Yes,Residential
11886000,Silliman St,85,Yale St,Cambridge St,7/11/18,Survey,Yes,Residential
11877000,Silliman St,26,Somerset St,Holyoke St,7/11/18,Survey,Yes,Residential
11874000,Silliman St,68,Girard St,Brussels St,7/11/18,Survey,Yes,Residential
8600000,Madison St,88,Valmar Ter,Silliman St,7/11/18,Survey,Yes,Residential
8601000,Madison St,88,Silliman St,Felton St,7/11/18,Survey,Yes,Residential
2588000,Bacon St,72,University St,Princeton St,7/11/18,Survey,Yes,Residential
11884000,Silliman St,100,Princeton St,Amherst St,7/11/18,Survey,Yes,Residential
2585000,Bacon St,41,Holyoke St,Hamilton St,7/11/18,Survey,Yes,Residential
11889000,Silliman St,74,Harvard St,Gambier St,7/11/18,Survey,Yes,Residential
6637000,Hamilton St,88,Silliman St,Felton St,7/11/18,Survey,Yes,Residential
11918000,Silver Ave,100,Boylston St \ Holyoke St,Somerset St,7/10/18,Survey,Yes,Arterial
11919000,Silver Ave,97,Somerset St,Merrill St,7/10/18,Survey,Yes,Arterial
3412000,Burrows St,100,Cambridge St,Oxford St,7/10/18,Survey,Yes,Residential
5471000,Felton St,91,Colby St,University St,7/10/18,Survey,Yes,Residential
11909000,Silver Ave,100,Princeton St,University St,7/10/18,Survey,Yes,Arterial
5472000,Felton St,95,University St,Princeton St,7/10/18,Survey,Yes,Residential
11911000,Silver Ave,91,Colby St,Colby St,7/10/18,Survey,Yes,Arterial
11920000,Silver Ave,100,Merrill St,Goettingen St,7/10/18,Survey,Yes,Arterial
7744000,Karen Ct,100,Holyoke St,End,7/10/18,Survey,Yes,Residential
3413000,Burrows St,100,Oxford St,Harvard St,7/10/18,Survey,Yes,Residential
11905000,Silver Ave,100,Oxford St \ Sunglow Ln,Cambridge St,7/10/18,Survey,Yes,Arterial
11924000,Silver Ave,99,Girard St,San Bruno Ave,7/10/18,Survey,Yes,Arterial
11922000,Silver Ave,100,Brussels St,Barneveld Ave,7/10/18,Survey,Yes,Arterial
5469000,Felton St,77,Bowdoin St,Dartmouth St,7/10/18,Survey,Yes,Residential
11908000,Silver Ave,94,Amherst St,Princeton St,7/10/18,Survey,Yes,Arterial
5468000,Felton St,56,Hamilton St,Bowdoin St,7/10/18,Survey,Yes,Residential
3650001,Burrows St,80,University St,Campus Ln,7/10/18,Survey,Yes,Residential
5475000,Felton St,85,Yale St,Cambridge St,7/10/18,Survey,Yes,Residential
5477000,Felton St,94,Oxford St,Harvard St,7/10/18,Survey,Yes,Residential
5464000,Felton St,87,Brussels St,Goettingen St,7/10/18,Survey,Yes,Residential
11915000,Silver Ave,100,Bowdoin St,Bowdoin St,7/10/18,Survey,Yes,Arterial
5474000,Felton St,76,Amherst St,Yale St,7/10/18,Survey,Yes,Residential
5476000,Felton St,81,Cambridge St,Oxford St,7/10/18,Survey,Yes,Residential
11912000,Silver Ave,100,Colby St,Dunsmuir St,7/10/18,Survey,Yes,Arterial
5462000,Felton St,91,San Bruno Ave,Girard St,7/10/18,Survey,Yes,Residential
5470000,Felton St,95,Dartmouth St,Colby St,7/10/18,Survey,Yes,Residential
3650002,Burrows St,86,Campus Ln,Amherst St,7/10/18,Survey,Yes,Residential
5473000,Felton St,79,Princeton St,Amherst St,7/10/18,Survey,Yes,Residential
11906000,Silver Ave,93,Cambridge St,Yale St,7/10/18,Survey,Yes,Arterial
5463000,Felton St,87,Girard St,Brussels St,7/10/18,Survey,Yes,Residential
7742000,Karen Ct,100,End,Somerset St,7/10/18,Survey,Yes,Residential
11917000,Silver Ave,100,Hamilton St,Boylston St \ Holyoke St,7/10/18,Survey,Yes,Arterial
7743000,Karen Ct,87,Somerset St,Holyoke St,7/10/18,Survey,Yes,Residential
11914000,Silver Ave,98,Dartmouth St,Bowdoin St,7/10/18,Survey,Yes,Arterial
5466000,Felton St,69,Somerset St,Holyoke St,7/10/18,Survey,Yes,Residential
11921000,Silver Ave,100,Goettingen St,Brussels St,7/10/18,Survey,Yes,Arterial
3414000,Burrows St,100,Harvard St,Gambier St,7/10/18,Survey,Yes,Residential
5480000,Felton St,87,Madison St,Avalon Ave \ Peru Ave,7/10/18,Survey,Yes,Residential
11907000,Silver Ave,97,Yale St,Amherst St,7/10/18,Survey,Yes,Arterial
5479000,Felton St,85,Gambier St,Madison St,7/10/18,Survey,Yes,Residential
11913000,Silver Ave,99,Dunsmuir St,Dartmouth St,7/10/18,Survey,Yes,Arterial
11910000,Silver Ave,98,University St,Colby St,7/10/18,Survey,Yes,Arterial
11916000,Silver Ave,96,Bowdoin St,Hamilton St,7/10/18,Survey,Yes,Arterial
6203000,Girard St,86,Olmstead St,Mansell St,7/9/18,Survey,Yes,Residential
6198000,Girard St,89,Burrows St,Bacon St,7/9/18,Survey,Yes,Residential
6201000,Girard St,89,Woolsey St,Dwight St,7/9/18,Survey,Yes,Residential
6195000,Girard St,89,Silver Ave,Silliman St,7/9/18,Survey,Yes,Residential
6236000,Goettingen St,84,Wayland St,Woolsey St,7/9/18,Survey,Yes,Residential
3265000,Brussels St,74,Bacon St,Wayland St,7/9/18,Survey,Yes,Residential
6237000,Goettingen St,71,Woolsey St,Dwight St,7/9/18,Survey,Yes,Residential
3262000,Brussels St,87,Silver Ave,Silliman St,7/9/18,Survey,Yes,Residential
11969000,Somerset St,47,Burrows St,Bacon St,7/9/18,Survey,Yes,Residential
6196000,Girard St,86,Silliman St,Felton St,7/9/18,Survey,Yes,Residential
11968000,Somerset St,42,Felton St,Burrows St,7/9/18,Survey,Yes,Residential
2730000,Barneveld Ave,59,Rickard St,Gaven St,7/9/18,Survey,Yes,Residential
3263000,Brussels St,74,Silliman St,Felton St,7/9/18,Survey,Yes,Residential
3269000,Brussels St,60,Olmstead St,Mansell St,7/9/18,Survey,Yes,Residential
6197000,Girard St,78,Felton St,Burrows St,7/9/18,Survey,Yes,Residential
6232000,Goettingen St,79,Silliman St,Felton St,7/9/18,Survey,Yes,Residential
3264000,Brussels St,77,Felton St,Burrows St,7/9/18,Survey,Yes,Residential
11970000,Somerset St,68,Bacon St,Wayland St,7/9/18,Survey,Yes,Residential
6239000,Goettingen St,87,End,Olmstead St,7/9/18,Survey,Yes,Residential
2731000,Barneveld Ave,91,Gaven St,Sweeny St,7/9/18,Survey,Yes,Residential
3266000,Brussels St,55,Wayland St,Woolsey St,7/9/18,Survey,Yes,Residential
8990000,Merrill St,96,Gaven St,Sweeny St,7/9/18,Survey,Yes,Residential
11967000,Somerset St,68,Silliman St,Felton St,7/9/18,Survey,Yes,Residential
2733000,Barneveld Ave,87,Hale St,Silver Ave,7/9/18,Survey,Yes,Residential
8992000,Merrill St,96,Hale St,Silver Ave,7/9/18,Survey,Yes,Residential
11972000,Somerset St,73,Woolsey St,Karen Ct,7/9/18,Survey,Yes,Residential
8991000,Merrill St,99,Sweeny St,Hale St,7/9/18,Survey,Yes,Residential
2732000,Barneveld Ave,87,Sweeny St,Hale St,7/9/18,Survey,Yes,Residential
6234000,Goettingen St,96,Burrows St,Bacon St,7/9/18,Survey,Yes,Residential
6240000,Goettingen St,83,Olmstead St,Mansell St,7/9/18,Survey,Yes,Residential
11971000,Somerset St,92,Wayland St,Woolsey St,7/9/18,Survey,Yes,Residential
6199000,Girard St,84,Bacon St,Wayland St,7/9/18,Survey,Yes,Residential
6233000,Goettingen St,85,Felton St,Burrows St,7/9/18,Survey,Yes,Residential
6235000,Goettingen St,71,Bacon St,Wayland St,7/9/18,Survey,Yes,Residential
6200000,Girard St,89,Wayland St,Woolsey St,7/9/18,Survey,Yes,Residential
11966000,Somerset St,68,Silver Ave,Silliman St,7/9/18,Survey,Yes,Residential
6231000,Goettingen St,81,Silver Ave,Silliman St,7/9/18,Survey,Yes,Residential
3268000,Brussels St,74,Dwight St,Olmstead St,7/9/18,Survey,Yes,Residential
6202000,Girard St,89,Dwight St,Olmstead St,7/9/18,Survey,Yes,Residential
3267000,Brussels St,60,Woolsey St,Dwight St,7/9/18,Survey,Yes,Residential
1508000,26th St,100,Kansas St,Vermont St,7/5/18,Treatment,Yes,Residential
10983000,Revere Ave,100,Silver Ave,Rankin St,7/5/18,Treatment,Yes,Residential
6920000,Hill St,100,Valencia St,Guerrero St,7/5/18,Treatment,Yes,Residential
7895000,Kirkwood Ave,100,Newhall St,Phelps St,7/5/18,Treatment,Yes,Residential
12829000,Underwood Ave,100,Keith St,Lane St,7/5/18,Treatment,Yes,Residential
5262000,Estero Ave,100,Alviso St,Monticello St,7/3/18,Treatment,Yes,Residential
13030000,Urbano Dr,100,Borica St,Corona St,7/3/18,Treatment,Yes,Residential
5236000,Entrada Ct,100,End,End,7/3/18,Treatment,Yes,Residential
13031000,Urbano Dr,100,Corona St,De Soto St,7/3/18,Treatment,Yes,Residential
5235000,Entrada Ct,100,Borica St,End,7/3/18,Treatment,Yes,Residential
13022000,Urbano Dr,100,Legion Ct,Ingleside Path,7/3/18,Treatment,Yes,Residential
10210000,Paloma Ave,100,Moncada Way,Mercedes Way,7/3/18,Treatment,Yes,Residential
3857000,Cedro Ave,100,Ocean Ave,Moncada Way,7/3/18,Treatment,Yes,Residential
22741000,Estero Ave: Lunado Way Intersection,100,LUNADO WAY,Intersection,7/3/18,Treatment,No,
9235000,Moncada Way,100,Cedro Ave,End,7/3/18,Treatment,Yes,Residential
4661000,De Soto St,100,Urbano Dr,Urbano Dr,7/3/18,Treatment,Yes,Residential
3872000,Cerritos Ave,100,Moncada Way,Lunado Way \ Mercedes Way,7/3/18,Treatment,Yes,Collector
10414000,Pico Ave,100,Ashton Ave,Urbano Dr,7/3/18,Treatment,Yes,Residential
10211000,Paloma Ave,100,Mercedes Way,Junipero Serra Blvd,7/3/18,Treatment,Yes,Residential
9239000,Moncada Way,100,Paloma Ave,Junipero Serra Blvd,7/3/18,Treatment,Yes,Residential
13032000,Urbano Dr,100,De Soto St,Victoria St,7/3/18,Treatment,Yes,Residential
9236000,Moncada Way,100,End,End,7/3/18,Treatment,Yes,Residential
5237000,Entrada Ct,100,End,End,7/3/18,Treatment,Yes,Residential
13026000,Urbano Dr,100,Corona St,Borica St,7/3/18,Treatment,Yes,Residential
13023000,Urbano Dr,100,Ingleside Path,Victoria St,7/3/18,Treatment,Yes,Residential
13288000,Victoria St,100,Holloway Ave,Urbano Dr,7/3/18,Treatment,Yes,Residential
3858000,Cedro Ave,100,Moncada Way,Mercedes Way,7/3/18,Treatment,Yes,Residential
13027000,Urbano Dr,100,Borica St,Moncada Way,7/3/18,Treatment,Yes,Residential
22782000,Cerritos Ave: Lunado Way \ Mercedes Way Intersection,100,LUNADO WAY \ MERCEDES WAY,Intersection,7/3/18,Treatment,No,
22777000,Cerritos Ave: Moncada Way Intersection,100,MONCADA WAY,Intersection,7/3/18,Treatment,No,
22713000,Borica St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
33418000,Ingleside Path: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22781000,Cedro Ave: Mercedes Way Intersection,100,MERCEDES WAY,Intersection,7/3/18,Treatment,No,
22786000,Moncada Way: Paloma Ave Intersection,100,PALOMA AVE,Intersection,7/3/18,Treatment,No,
33414000,Moncada Way: End Intersection,100,END,Intersection,7/3/18,Treatment,No,
22707000,De Soto St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22748000,Borica St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22749000,Borica St: Entrada Ct Intersection,100,ENTRADA CT,Intersection,7/3/18,Treatment,No,
22747000,Corona St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
33422000,Urbano Dr: End Intersection,100,END,Intersection,7/3/18,Treatment,No,
33413000,Moncada Way: End Intersection,100,END,Intersection,7/3/18,Treatment,No,
22734000,Borica St: Entrada Ct Intersection,100,ENTRADA CT,Intersection,7/3/18,Treatment,No,
35015000,Corona St: End Intersection,100,END,Intersection,7/3/18,Treatment,No,
22712000,Corona St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22778000,Cedro Ave: Moncada Way Intersection,100,MONCADA WAY,Intersection,7/3/18,Treatment,No,
22666000,Legion Ct: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22788000,Mercedes Way: Paloma Ave Intersection,100,PALOMA AVE,Intersection,7/3/18,Treatment,No,
22667000,Pico Ave: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22775000,Entrada Ct: End Intersection,100,END,Intersection,7/3/18,Treatment,No,
22704000,Urbano Dr: Victoria St Intersection,100,VICTORIA ST,Intersection,7/3/18,Treatment,No,
22705000,Urbano Dr: Victoria St Intersection,100,VICTORIA ST,Intersection,7/3/18,Treatment,No,
22733000,Alviso St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22776000,Moncada Way: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22737000,Estero Ave: Monticello St Intersection,100,MONTICELLO ST,Intersection,7/3/18,Treatment,No,
22735000,Alviso St: Estero Ave Intersection,100,ESTERO AVE,Intersection,7/3/18,Treatment,No,
22745000,De Soto St: Urbano Dr Intersection,100,URBANO DR,Intersection,7/3/18,Treatment,No,
22774000,Entrada Ct: End Intersection,100,END,Intersection,7/3/18,Treatment,No,
3016000,Borica St,100,Urbano Dr,Entrada Ct,7/3/18,Treatment,Yes,Residential
4412000,Corona St,100,Urbano Dr,End,7/3/18,Treatment,Yes,Residential
5263000,Estero Ave,100,Monticello St,Lunado Way,7/3/18,Treatment,Yes,Residential
4411000,Corona St,100,Urbano Dr,Urbano Dr,7/3/18,Treatment,Yes,Residential
8981000,Mercedes Way,100,Junipero Serra Blvd,Cerritos Ave \ Lunado Way,7/3/18,Treatment,Yes,Collector
10209000,Paloma Ave,100,Ocean Ave,Moncada Way,7/3/18,Treatment,Yes,Residential
9234000,Moncada Way,100,Cerritos Ave,Cedro Ave,7/3/18,Treatment,Yes,Residential
13021000,Urbano Dr,100,Pico Ave,Legion Ct,7/3/18,Treatment,Yes,Residential
13025000,Urbano Dr,100,De Soto St,Corona St,7/3/18,Treatment,Yes,Residential
3018000,Borica St,100,Entrada Ct,Urbano Dr,7/3/18,Treatment,Yes,Residential
13289000,Victoria St,100,Urbano Dr,Urbano Dr,7/3/18,Treatment,Yes,Residential
9238000,Moncada Way,100,End,Paloma Ave,7/3/18,Treatment,Yes,Residential
3871000,Cerritos Ave,100,Ocean Ave \ Westgate Dr,Moncada Way,7/3/18,Treatment,Yes,Collector
13034000,Urbano Dr,100,End,Pico Ave,7/3/18,Treatment,Yes,Residential
9326000,Monticello St,100,Holloway Ave,Estero Ave,7/3/18,Treatment,Yes,Residential
8982000,Mercedes Way,100,Cerritos Ave \ Lunado Way,Cedro Ave,7/3/18,Treatment,Yes,Residential
13798000,Corona St,100,End,End,7/3/18,Treatment,Yes,Residential
9233000,Moncada Way,100,Urbano Dr,Cerritos Ave,7/3/18,Treatment,Yes,Residential
5238000,Entrada Ct,100,End,Borica St,7/3/18,Treatment,Yes,Residential
3015000,Borica St,100,Holloway Ave,Urbano Dr,7/3/18,Treatment,Yes,Residential
13033000,Urbano Dr,100,Victoria St,End,7/3/18,Treatment,Yes,Residential
8983000,Mercedes Way,100,Cedro Ave,Paloma Ave,7/3/18,Treatment,Yes,Residential
2232000,Alviso St,100,Holloway Ave,Estero Ave,7/3/18,Treatment,Yes,Residential
13029000,Urbano Dr,100,Alviso St,Borica St,7/3/18,Treatment,Yes,Residential
3017000,Borica St,100,Entrada Ct,Entrada Ct,7/3/18,Treatment,Yes,Residential
9237000,Moncada Way,100,End,End,7/3/18,Treatment,Yes,Residential
13028000,Urbano Dr,100,Moncada Way,Alviso St,7/3/18,Treatment,Yes,Residential
2233000,Alviso St,100,Estero Ave,Urbano Dr,7/3/18,Treatment,Yes,Residential
8597000,Madison St,100,Silver Ave,Athens St,7/2/18,Treatment,Yes,Residential
21657000,Silliman St: Valmar Ter Intersection,100,VALMAR TER,Intersection,7/2/18,Treatment,No,
1946000,42nd Ave,100,Vicente St,Wawona St,6/29/18,Treatment,Yes,Residential
5980000,Galindo Ave,100,Chumasero Dr,End,6/29/18,Treatment,Yes,Residential
25371000,Child St: Lombard St Intersection,100,LOMBARD ST,Intersection,6/29/18,Treatment,No,
27181000,02nd Ave: Lincoln Way Intersection,100,LINCOLN WAY,Intersection,6/29/18,Treatment,No,
25383000,Julius St: Lombard St Intersection,100,LOMBARD ST,Intersection,6/29/18,Treatment,No,
1872000,39th Ave,100,Kirkham St,Lawton St,6/29/18,Treatment,Yes,Residential
1901000,40th Ave,100,Vicente St,Wawona St,6/29/18,Treatment,Yes,Residential
9200000,Mississippi St,100,17th St,Mariposa St,6/25/18,Treatment,Yes,Arterial
832000,18th Ave,100,Balboa St,Cabrillo St,6/25/18,Treatment,Yes,Residential
9701000,North Point St,100,Scott St,Divisadero St,6/25/18,Treatment,Yes,Residential
10177000,Page St,100,Pierce St,Scott St,6/22/18,Treatment,Yes,Residential
10418000,Pierce St,100,Waller St,Haight St,6/22/18,Treatment,Yes,Residential
13364000,Waller St,100,Potomac St,Pierce St,6/22/18,Treatment,Yes,Residential
25990000,Potomac St: Waller St Intersection,100,WALLER ST,Intersection,6/22/18,Treatment,No,
25991000,Steiner St: Waller St Intersection,100,WALLER ST,Intersection,6/22/18,Treatment,No,
25996000,Pierce St: Waller St Intersection,100,WALLER ST,Intersection,6/22/18,Treatment,No,
13363000,Waller St,100,Steiner St,Potomac St,6/22/18,Treatment,Yes,Residential
6894002,Hester Ave,100,Lois Ln,Peninsula Ave,6/15/18,Treatment,Yes,Residential
6895000,Hester Ave,100,Peninsula Ave,Wheeler Ave,6/15/18,Treatment,Yes,Residential
6896000,Hester Ave,100,Wheeler Ave,Bay Shore Blvd,6/15/18,Treatment,Yes,Residential
2716000,Banks St,100,Eugenia Ave,Cortland Ave,6/15/18,Treatment,Yes,Residential
33205000,Hester Ave: Wheeler Ave Intersection,100,WHEELER AVE,Intersection,6/15/18,Treatment,No,
33206000,Hester Ave: Peninsula Ave Intersection,100,PENINSULA AVE,Intersection,6/15/18,Treatment,No,
4739000,Diamond St,100,19th St,20th St,6/13/18,Treatment,Yes,Residential
7698000,Julian Ave,100,14th St,15th St,6/13/18,Treatment,Yes,Residential
2883000,Belcher St,100,Duboce Ave,14th St \ Boynton Ct,6/11/18,Treatment,Yes,Residential
1073000,21st Ave,100,California St,Clement St,6/8/18,Treatment,Yes,Residential
8472000,London St,99,Brazil Ave,Persia Ave,6/6/18,Treatment,Yes,Residential
8170000,Laurel St,98,Jackson St,Washington St,6/6/18,Treatment,Yes,Residential
8566000,Lyon St,86,Sutter St,Bush St,6/6/18,Treatment,Yes,Residential
10657000,Potomac St,90,End,Waller St,6/6/18,Treatment,Yes,Residential
11666000,Sawyer St,96,Leland Ave,Visitacion Ave,6/6/18,Treatment,Yes,Residential
2723000,Bannan Pl,96,End,Union St,6/6/18,Treatment,Yes,Residential
7440000,Jarboe Ave,97,Gates St,Folsom St,6/6/18,Treatment,Yes,Residential
1513000,26th St,95,Florida St,Alabama St,6/6/18,Treatment,Yes,Residential
13216001,Vermont St,89,20th St,End,6/6/18,Treatment,Yes,Residential
1765000,35th Ave,88,Geary Blvd,Anza St,6/6/18,Treatment,Yes,Residential
13707000,Woodacre Dr,79,Ocean Ave,Junipero Serra Blvd,6/6/18,Treatment,Yes,Residential
8005101,Laidley St,95,Fairmount St,Miguel St,6/6/18,Treatment,Yes,Residential
3768000,Castelo Ave,86,Cambon Dr \ Unnamed 088,Gonzalez Dr,6/6/18,Treatment,Yes,Residential
3104000,Brazil Ave,89,Prague St,La Grande Ave,6/6/18,Treatment,Yes,Residential
2379000,Aquavista Way,95,Skyview Way,Marview Way,6/6/18,Treatment,Yes,Residential
1952000,43rd Ave,93,Balboa St,Cabrillo St,6/6/18,Treatment,Yes,Residential
11732000,Sears St,88,Lawrence Ave,Sickles Ave,6/6/18,Treatment,Yes,Residential
10826000,Quincy St,86,Pine St,California St,6/6/18,Treatment,Yes,Residential
9872000,Ocean Ave,76,Sunset Blvd,Lakeshore Dr,6/6/18,Treatment,Yes,Residential
6121000,Gellert Dr,94,Morningside Dr,Clearfield Dr,6/6/18,Treatment,Yes,Residential
13570000,Welsh St,88,Zoe St,04th St,6/6/18,Treatment,Yes,Residential
10498000,Pinto Ave,94,Tapia Dr,Arballo Dr,6/6/18,Treatment,Yes,Residential
5736000,Forest View Dr,81,Sloat Blvd,Ocean Ave,6/6/18,Treatment,Yes,Residential
120000,02nd Ave,100,California St,Cornwall St,6/6/18,Treatment,Yes,Residential
13582000,Westbrook Ct,95,End,Hudson Ave,6/6/18,Treatment,Yes,Residential
13078000,Valerton Ct,96,End,Cayuga Ave,6/6/18,Treatment,Yes,Residential
609000,15th Ave,94,Geary Blvd,Anza St,6/6/18,Treatment,Yes,Residential
11777000,Seward St,83,Douglass St,Acme Aly,6/6/18,Treatment,Yes,Residential
13555000,Webster St,95,Union St,Filbert St,6/6/18,Treatment,Yes,Residential
2722000,Bannan Pl,92,Green St,End,6/6/18,Treatment,Yes,Residential
9961000,Ora Way,95,Gold Mine Dr,Topaz Way,6/6/18,Treatment,Yes,Residential
10119000,Pacific Ave,94,Battery St,Sansome St,6/6/18,Treatment,Yes,Residential
6882000,Henry St,88,Castro St,End,6/6/18,Treatment,Yes,Residential
3636000,Camp St,95,Albion St,Guerrero St,6/6/18,Treatment,Yes,Residential
2036000,47th Ave,93,Point Lobos Ave,Geary Blvd,6/6/18,Treatment,Yes,Residential
1213000,23rd Ave,99,Clement St,Geary Blvd,6/6/18,Treatment,Yes,Residential
10944000,Raymond Ave,94,Rutland St,Delta St,6/6/18,Treatment,Yes,Residential
5978000,Funston Ave,79,Taraval St,Ulloa St,6/6/18,Treatment,Yes,Residential
5259000,Esquina Dr,74,Parque Dr,Geneva Ave,6/6/18,Treatment,Yes,Residential
1282000,23rd St,91,Noe St,Castro St,6/6/18,Treatment,Yes,Residential
11415000,San Fernando Way,96,Darien Way,Ocean Ave,6/6/18,Treatment,Yes,Residential
10383000,Peru Ave,96,Avalon Ave \ Felton St,Burrows St,6/6/18,Treatment,Yes,Residential
3238000,Brosnan St,96,Valencia St,Guerrero St,6/6/18,Treatment,Yes,Residential
13107000,Vallejo St,90,Larkin St,Polk St,6/6/18,Treatment,Yes,Residential
2352000,Anza St,93,36th Ave,37th Ave,6/6/18,Treatment,Yes,Residential
1953000,43rd Ave,95,Cabrillo St,Chain Of Lakes Dr \ Fulton St,6/6/18,Treatment,Yes,Residential
558000,14th Ave,98,Balboa St,Cabrillo St,6/6/18,Treatment,Yes,Collector
2009000,45th Ave,92,Santiago St,Taraval St,6/6/18,Treatment,Yes,Residential
4858000,Dodge St,74,End,Turk St,6/6/18,Treatment,Yes,Residential
11733000,Sears St,76,Sickles Ave,End,6/6/18,Treatment,Yes,Residential
10054000,Otsego Ave,95,Onondaga Ave,Oneida Ave,6/6/18,Treatment,Yes,Residential
4797000,Divisadero St,91,Duboce Ave,Castro St \ Waller St,6/6/18,Treatment,Yes,Residential
2859000,Beachmont Dr,96,Sloat Blvd,Lagunitas Dr,6/6/18,Treatment,Yes,Residential
6636000,Hamilton St,95,Silver Ave,Silliman St,6/6/18,Treatment,Yes,Residential
10603000,Poplar St,94,25th St,26th St,6/6/18,Treatment,Yes,Residential
11006000,Rice St,85,End,San Jose Ave,6/6/18,Treatment,Yes,Residential
2129000,Aladdin Ter,92,End,Redfield Aly \ Taylor St,6/6/18,Treatment,Yes,Residential
15025000,China Basin St,85,03rd St,04th St,6/6/18,Treatment,Yes,Residential
1784000,35th Ave,95,Wawona St,Yorba St,6/6/18,Treatment,Yes,Residential
8529000,Lucky St,90,24th St,25th St,6/6/18,Treatment,Yes,Residential
155000,03rd Ave,87,Geary Blvd,Anza St,6/6/18,Treatment,Yes,Residential
6036000,Gaviota Way,95,Teresita Blvd,Bella Vista Way,6/6/18,Treatment,Yes,Residential
1037000,20th St,72,Wisconsin St,Carolina St \ Jack Balestreri Way,6/6/18,Treatment,Yes,Residential
2389000,Arballo Dr,94,Garces Dr,Vidal Dr,6/6/18,Treatment,Yes,Residential
10945000,Raymond Ave,90,Delta St,Elliot St,6/6/18,Treatment,Yes,Residential
3056000,Boylston St,95,Sweeny St,Hale St,6/6/18,Treatment,Yes,Residential
2973000,Bird St,94,End,Dearborn St,6/6/18,Treatment,Yes,Residential
11834000,Shotwell St,93,16th St,17th St,6/6/18,Treatment,Yes,Residential
5397000,Fairmount St,94,Chenery St,Whitney St,6/6/18,Treatment,Yes,Residential
125000,02nd Ave,100,Balboa St,Cabrillo St,6/6/18,Treatment,Yes,Residential
12539000,Texas St,85,17th St,Mariposa St,6/6/18,Treatment,Yes,Residential
2226000,Alvarado St,95,San Jose Ave,Guerrero St,6/6/18,Treatment,Yes,Residential
11778000,Seward St,96,Acme Aly,19th St,6/6/18,Treatment,Yes,Residential
7339000,Isola Way,89,Teresita Blvd,Rockdale Dr,6/6/18,Treatment,Yes,Residential
13226000,Verna St,76,End,Teresita Blvd,6/6/18,Treatment,Yes,Residential
13309000,Vine Ter,96,Pine St,End,6/6/18,Treatment,Yes,Residential
10805000,Quane St,72,23rd St,24th St,6/6/18,Treatment,Yes,Residential
13670000,Wilson St,96,San Jose Ave,Rhine St,6/6/18,Treatment,Yes,Residential
2013000,45th Ave,91,Wawona St,Sloat Blvd,6/6/18,Treatment,Yes,Residential
6379000,Grand View Ave,100,25th St,Clipper St \ Clipper Ter,6/1/18,Treatment,Yes,Residential
6374000,Grand View Ave,100,Hoffman Ave,Alvarado St \ Dixie Aly,6/1/18,Treatment,Yes,Residential
6380000,Grand View Ter,100,Grand View Ave,End,6/1/18,Treatment,Yes,Residential
11130000,Romain St,100,21st St \ Douglass St,Grand View Ave,6/1/18,Treatment,Yes,Residential
4949000,Douglass St,100,Corwin St,21st St \ Romain St,6/1/18,Treatment,Yes,Residential
6371000,Grand View Ave,100,Grand View Ter,Romain St,6/1/18,Treatment,Yes,Residential
6372102,Grand View Ave,100,21st St,Morgan Aly,6/1/18,Treatment,Yes,Residential
6373000,Grand View Ave,100,Morgan Aly,Hoffman Ave,6/1/18,Treatment,Yes,Residential
26089000,23rd St: Grand View Ave Intersection,100,GRAND VIEW AVE,Intersection,6/1/18,Treatment,No,
26100000,Alvarado St: Dixie Aly \ Grand View Ave Intersection,100,DIXIE ALY \ GRAND VIEW AVE,Intersection,6/1/18,Treatment,No,
