Lat_S_or_W,Lon_S_or_W,Lat_N_or_E,Lon_N_or_E,YEAR,District,Route,County,Postmile,Descriptn,Back_pk_h,Back_pk_m,Back_AADT,Ahead_pk_h,Ahead_pk_m,Ahead_AADT
40.41261894,-120.6389524,40.41261781,-120.6389513,2014,8,83,SBD,6.413,RIVERSIDE DRIVE,2200,26000,24500,2700,31500,30000
33.98301906,-117.6508231,33.98302898,-117.650627,2014,8,83,SBD,3.92,MERRILL AVENUE,1950,23500,22000,2150,25500,24000
33.95329097,-117.6504958,33.95333089,-117.6502986,2014,8,83,SBD,1.888,PINE AVENUE,3050,35000,30000,2050,24500,23000
33.93075212,-117.659505,33.93067597,-117.6594312,2014,8,83,SBD,R0,JCT. RTE. 71,0,0,0,3050,35000,30000
34.03378307,-117.6510431,34.03378073,-117.6507099,2014,8,83,SBD,7.413,"ONTARIO, PHILADELPHIA AVENUE",2650,30500,29000,2650,30500,29000
38.342611,-121.584911,38.342611,-121.584911,2014,3,84,YOL,4.57,COURTLAND ROAD,60,590,430,140,1350,1100
38.4143805,-121.5828087,38.4143805,-121.5828087,2014,3,84,YOL,9.53,CLARKSBURG ROAD,150,1400,1350,180,1400,1250
38.44682394,-121.5828773,38.44682394,-121.5828773,2014,3,84,YOL,11.77,BABEL SLOUGH ROAD,170,1300,1150,140,1450,1300
32.77611948,-116.9278921,32.77611948,-116.9278921,2014,3,84,YOL,15.687,END OF ROUTE,140,1450,1300,0,0,0
38.53769293,-121.738594,38.53758343,-121.7384004,2014,3,84,YOL,0,SOLANO/YOLO COUNTY LINE,0,0,0,90,480,330
38.1867579,-121.6617574,38.1867579,-121.6617574,2014,4,84,SOL,2.485,CACHE SLOUGH FERRY,60,600,560,20,160,150
37.66092906,-121.8055681,37.66092859,-121.8054532,2014,4,84,ALA,R25.314,CONCANNON BLVD,3100,28500,23500,3100,26500,22200
37.59784758,-121.9469151,37.59784758,-121.9469151,2014,4,84,ALA,13,PALOMARES ROAD,1750,15100,14200,1700,14600,13700
37.59289604,-121.8822697,37.59289604,-121.8822697,2014,4,84,ALA,17.287,"SUNOL, PLEASANTON/ SUNOL ROADS",1700,14600,13700,800,7800,7400
37.99464452,-122.0699028,37.99454587,-122.0697753,2014,4,84,ALA,R17.987,JCT. RTE. 680,800,7800,7400,3050,32000,30500
37.63749201,-121.7987967,37.637468,-121.7987267,2014,4,84,ALA,23.559,OLD RTE 84 @ ISABEL AVE,2600,27500,26000,1750,14800,13200
34.03067044,-117.6112013,34.03045709,-117.6111976,2014,4,84,ALA,R24.706,VINEYARD AVENUE,1750,14400,13200,3100,28500,23500
37.65598788,-121.8056728,37.655981,-121.8056116,2014,4,84,ALA,R24.972,ALDEN LANE,3100,28500,23500,3100,28500,23500
37.67394635,-121.8053823,37.67395146,-121.805239,2014,4,84,ALA,R26.215,STANLEY BLVD,2900,26500,22200,2500,33500,28000
37.68897856,-121.8058034,37.68897492,-121.8056193,2014,4,84,ALA,R27.254,JACK LONDON BLVD,2500,33500,28000,2600,30500,29000
37.6961349,-121.8055681,37.69611395,-121.8053033,2014,4,84,ALA,M27.747,AIRWAY BLVD,2600,30500,29000,0,0,0
37.57651565,-121.971596,37.57651565,-121.971596,2014,4,84,ALA,10.82,"FREMONT, JCT. RTE. 238",2550,22900,21900,1900,16400,15400
34.84143005,-116.8036714,34.84107448,-116.8037058,2014,4,84,SOL,0.91,AIRPORT ROAD,350,3250,3050,120,1100,1050
37.56351928,-122.0385671,37.56344741,-122.0384754,2014,4,84,ALA,R6.01,SOUTH JCT. RTE. 880,5900,70000,69000,5900,70000,69000
38.24301678,-121.6592468,38.24301678,-121.6592468,2014,4,84,SOL,7.246,JCT. RTE. 220 EAST,20,180,140,20,260,210
38.291347,-121.631022,38.291347,-121.631022,2014,4,84,SOL,12.08,MINER SLOUGH BRIDGE/ RYER ROAD,20,290,230,20,230,180
38.53769293,-121.738594,38.53758343,-121.7384004,2014,4,84,SOL,13.672,SOLANO/YOLO COUNTY LINE,30,370,280,0,0,0
37.70082657,-121.8020968,37.70084442,-121.8019481,2014,4,84,SOL,0.134,WEST JCT. RTE. 12,0,0,0,300,2800,2650
37.45962833,-122.226192,37.45962833,-122.226192,2014,4,84,SM,23.497,"REDWOOD CITY, VALOTA ROAD",4750,41000,40000,4650,40000,39000
37.32451527,-122.3998586,37.32451527,-122.3998586,2014,4,84,SM,0,"SAN GREGORIO, JCT. RTE. 1",0,0,0,230,1650,1500
37.32683964,-122.3865177,37.32683964,-122.3865177,2014,4,84,SM,0.788,SAN GREGORIO HIGHWAY (STAGE ROAD),230,1800,1500,230,1800,1500
37.31195913,-122.2763095,37.31196925,-122.276296,2014,4,84,SM,8.328,PESCADERO ROAD,300,2350,2000,300,2350,2000
37.31911955,-122.2743208,37.3191354,-122.2743204,2014,4,84,SM,8.849,LA HONDA,230,2400,2050,230,2400,2050
37.38634556,-122.2645363,37.38634556,-122.2645363,2014,4,84,SM,14.95,"WOODSIDE, JCT. RTE. 35",410,4200,3650,600,5700,5200
37.40724881,-122.2569452,37.40723342,-122.2569403,2014,4,84,SM,18.34,"WOODSIDE, PORTOLA ROAD",610,5800,5300,580,5600,5100
37.42603788,-122.2661792,37.42603796,-122.266179,2014,4,84,SM,20,"WOODSIDE, KINGS MOUNTAIN ROAD",530,5000,4600,710,6800,6200
37.42955753,-122.2539823,37.42955753,-122.2539823,2014,4,84,SM,20.66,"WOODSIDE, CANADA ROAD",890,8500,7800,1650,14700,14200
37.42922022,-122.2502984,37.42922022,-122.2502984,2014,4,84,SM,20.92,"WOODSIDE, WHISKEY HILL ROAD",1550,14000,13500,1800,16300,15800
37.5607275,-122.0117897,37.56059,-122.011693,2014,4,84,ALA,8.024,"FREMONT, FREMONT BLVD/THORNTON AVE",3450,31000,29500,3450,31000,29500
37.4486444,-122.2315757,37.4486444,-122.2315757,2014,4,84,SM,22.682,"REDWOOD CITY, ALAMEDA DE LAS PULGAS",3750,32500,31500,3600,31000,30000
37.56436693,-121.9795453,37.5642835,-121.9794317,2014,4,84,ALA,9.92,"FREMONT, MOWRY AVENUE",1950,17500,16700,2950,26000,25000
37.47642721,-122.2217902,37.47642721,-122.2217902,2014,4,84,SM,24.704,"REDWOOD CITY, JCT. RTE. 82",4900,42000,41000,5700,49000,47500
37.48117767,-122.2190379,37.48120445,-122.2190216,2014,4,84,SM,25.058,"REDWOOD CITY, MIDDLEFIELD ROAD",5700,49000,47500,5400,46500,45000
37.48895744,-122.2129436,37.48890985,-122.2127794,2014,4,84,SM,R25.81,"MENLO PARK, JCT. RTE. 101",5400,47000,45500,3650,34500,33500
37.48210348,-122.1502747,37.48196868,-122.1502617,2014,4,84,SM,R27.659,JCT. RTE. 114,3650,34500,33500,5900,56000,54000
37.48633867,-122.1428736,37.48618499,-122.1427906,2014,4,84,SM,R28.194,JCT. RTE. 109,5900,56000,54000,6700,63000,61000
37.53535684,-122.0755258,37.535077,-122.0753266,2014,4,84,ALA,R3.18,DUMBARTON BRIDGE TOLL PLAZA,6700,63000,61000,6700,63000,61000
37.54040573,-122.0675868,37.5402379,-122.0674154,2014,4,84,ALA,R3.747,THORNTON AVENUE/ PASEO PADRE PARKWAY,6700,63000,61000,4400,53000,51000
37.55179278,-122.0524502,37.55164983,-122.0522152,2014,4,84,ALA,R4.884,NEWARK BOULEVARD,4400,53000,51000,5800,69000,68000
37.54684231,-122.0228716,37.54661582,-122.022833,2014,4,84,ALA,6.923,NORTH JCT. RTE. 880,5900,70000,69000,3500,31500,30000
37.558357,-122.0071485,37.55825852,-122.0071591,2014,4,84,ALA,8.333,"FREMONT, FREMONT/ PERALTA BOULEVARDS",3450,31000,29500,1150,10200,9800
37.43517883,-122.243692,37.43517365,-122.2437055,2014,4,84,SM,21.537,"WOODSIDE, JCT. RTE. 280",1800,16300,15800,3950,34000,33000
37.33725333,-122.059633,37.33724538,-122.0594038,2014,4,85,SCL,R18.861,"CUPERTINO, HOMESTEAD ROAD",9700,123000,118000,10300,131000,125000
32.77611948,-116.9278921,32.77611948,-116.9278921,2014,4,85,SCL,R24.059,END OF ROUTE,6000,77000,73000,0,0,0
37.24128217,-121.7688653,37.24199844,-121.7691403,2014,4,85,SCL,0,"SAN JOSE, JCT. RTE. 101",0,0,0,4500,50000,49000
37.40868973,-122.0714473,37.40871008,-122.0702326,2014,4,85,SCL,R23.867,"MOUNTAIN VIEW, JCT. RTE. 101",6000,77000,73000,6000,77000,73000
37.40266727,-122.06994,37.40239,-122.069764,2014,4,85,SCL,R23.435,"MOUNTAIN VIEW, MOFFETT BOULEVARD",7000,89000,85000,6000,77000,73000
37.390852,-122.0686264,37.39102717,-122.0684169,2014,4,85,SCL,R22.629,"MOUNTAIN VIEW, EVELYN AVENUE",7300,93000,88000,7000,89000,85000
37.38413425,-122.0684033,37.38425908,-122.0681783,2014,4,85,SCL,R22.163,JCT. RTE. 237,9000,114000,109000,7300,93000,88000
37.37822704,-122.0677327,37.37816692,-122.0675623,2014,4,85,SCL,R21.749,"MOUNTAIN VIEW, JCT. RTE. 82",10000,126000,121000,9000,114000,109000
37.35187714,-122.0605543,37.35195585,-122.0603903,2014,4,85,SCL,R19.856,"SUNNYVALE, FREMONT AVENUE",10300,131000,125000,10000,126000,121000
37.33242314,-122.055874,37.33246667,-122.0556267,2014,4,85,SCL,R18.448,"SUNNYVALE, JCT. RTE. 280",10700,135000,129000,9700,123000,118000
37.30101234,-122.0324768,37.30119344,-122.0322612,2014,4,85,SCL,R15.867,"CUPERTINO, SARATOGA-SUNNYVALE ROAD",8700,109000,105000,9100,115000,110000
37.27660405,-122.0073452,37.2767583,-122.0070802,2014,4,85,SCL,R13.684,"SARATOGA, SARATOGA AVENUE",10000,122000,118000,8700,109000,105000
37.2507312,-121.8372158,37.25080114,-121.8366521,2014,4,85,SCL,3.93,"SAN JOSE, BLOSSOM HILL ROAD",9600,107000,104000,12600,141000,137000
37.32286,-122.0501,37.32286545,-122.0498455,2014,4,85,SCL,R17.699,"CUPERTINO, STEVENS CREEK BOULEVARD",9100,115000,110000,10700,135000,129000
37.25848182,-121.9643045,37.25866455,-121.9640327,2014,4,85,SCL,R10.997,"LOS GATOS, WINCHESTER BLVD.",9700,108000,103000,10000,122000,118000
37.24273367,-121.8039157,37.24299568,-121.8039177,2014,4,85,SCL,1.973,"SAN JOSE, COTTLE ROAD",7700,85000,83000,9600,107000,104000
37.24151964,-121.7723317,37.24178924,-121.7723371,2014,4,85,SCL,0.181,"SAN JOSE, BERNAL ROAD",4500,50000,49000,6200,69000,67000
37.25535666,-121.8588859,37.25564275,-121.8588969,2014,4,85,SCL,5.22,JCT. RTE. 87,12600,141000,137000,11000,122000,119000
37.25553984,-121.8755374,37.2558206,-121.8755608,2014,4,85,SCL,6.136,ALMADEN EXPRESSWAY,11000,122000,119000,10100,112000,109000
37.25047771,-121.9101331,37.25076865,-121.9102947,2014,4,85,SCL,8.109,"SAN JOSE, CAMDEN AVENUE",10100,112000,109000,11100,123000,120000
37.25083114,-121.931348,37.25111337,-121.9313618,2014,4,85,SCL,9.277,"SAN JOSE, UNION AVENUE",11100,123000,120000,11300,126000,122000
37.25438818,-121.9514029,37.25464011,-121.9511764,2014,4,85,SCL,R10.231,"SAN JOSE, BASCOM AVENUE",11300,126000,122000,5800,65000,63000
37.14552197,-121.984962,37.14552232,-121.9849638,2014,4,85,SCL,R10.498,JCT. RTE. 17,5800,65000,63000,9700,107000,103000
37.23991423,-121.783243,37.24020099,-121.7831131,2014,4,85,SCL,0.79,"SAN JOSE, GREAT OAKS BOULEVARD",6200,69000,67000,7700,85000,83000
33.12755,-117.105009,33.1274465,-117.1047,2014,11,86,IMP,R24.057,JCT. RTE. 78,530,6200,5500,840,10300,9600
32.9847469,-115.5782295,32.98509553,-115.5780112,2014,11,86,IMP,R22.882,KALIN ROAD,1000,12300,11700,530,6200,5500
32.97857797,-115.5523441,32.97857875,-115.5523443,2014,11,86,IMP,21.25,LAS FLORES DRIVE,1650,19400,18500,1000,12300,11700
32.978656,-115.541616,32.97865679,-115.5416162,2014,11,86,IMP,20.627,SOUTH JCT. RTE. 78,1100,12200,11600,1400,16700,16000
32.971398,-115.5435674,32.97139176,-115.5435757,2014,11,86,IMP,20.08,"BRAWLEY, WESTERN AVENUE",1800,20200,18100,1550,17600,15700
32.959935,-115.550578,32.95993572,-115.5505783,2014,11,86,IMP,19.19,LEGION RD (NORTH RD TO PIONEER HOSPITAL),1350,15500,13800,1800,20200,18100
33.037353,-115.617289,33.03735368,-115.6172895,2014,11,86,IMP,27.26,"WESTMORLAND, B STREET",840,10300,9600,840,9700,9000
32.77406723,-115.5694602,32.77379021,-115.5693596,2014,11,86,IMP,11.62,IMPERIAL AVENUE,1300,14800,14200,1250,14000,13000
33.37464208,-116.0260936,33.37467562,-116.025773,2014,11,86,IMP,63.63,SALTON SEA BEACH ROAD (BRAWLEY ROAD),1650,15200,13900,1200,14700,12500
32.91332625,-115.5700466,32.91332255,-115.5700466,2014,11,86,IMP,15.32,KEYSTONE ROAD,1250,14000,13000,1300,15200,13500
33.03736081,-115.6216009,33.03736171,-115.6215942,2014,11,86,IMP,27.51,"WESTMORLAND, CENTER STREET",840,9700,9000,1200,14600,13800
33.037355,-115.625901,33.03735594,-115.6259015,2014,11,86,IMP,27.76,"WESTMORLAND, WEST CITY LIMITS/ H STREET",1200,14600,13800,890,10600,10000
33.03736374,-115.630135,33.03736461,-115.6301385,2014,11,86,IMP,28.006,MARTIN ROAD,890,10600,10000,960,12400,10400
33.03708021,-115.6473034,33.03738731,-115.6473308,2014,11,86,IMP,R29.005,LACK ROAD,1050,11800,10400,970,14800,13500
33.12576942,-115.8554204,33.12576757,-115.855111,2014,11,86,IMP,43.559,NORTH JCT. RTE. 78,920,11600,10300,850,10500,9400
33.27905025,-115.9643495,33.2791929,-115.9641001,2014,11,86,IMP,56.12,"SALTON CITY, SOUTH MARINA DRIVE",1700,15400,14100,1650,15200,13900
33.40519776,-116.0461228,33.40530228,-116.045848,2014,11,86,IMP,66.143,DESERT SHORES DRIVE,1200,14700,12500,1250,14800,12800
33.42616216,-116.0601449,33.42616371,-116.0597371,2014,11,86,IMP,67.824,IMPERIAL/RIVERSIDE COUNTY LINE,1250,14800,12800,0,0,0
32.85463457,-115.5689757,32.85463771,-115.5689756,2014,11,86,IMP,11.318,"IMPERIAL, 15TH STREET",1300,15500,14300,1300,14800,14200
32.973143,-115.541715,32.97314377,-115.5417152,2014,11,86,IMP,20.25,"BRAWLEY, K STREET",1550,17600,15700,1100,12200,11600
33.25162566,-115.943916,33.25180533,-115.9436749,2014,11,86,IMP,53.9,AIR PARK DRIVE,850,10500,9400,1700,15400,14100
32.799311,-115.569948,32.79931119,-115.5699483,2014,11,86,IMP,7.49,"EL CENTRO, WOODWARD AVENUE",2400,28000,26000,2450,29000,26500
32.853649,-115.5689927,32.85364891,-115.5689929,2014,11,86,IMP,11.25,"IMPERIAL, FOURTEENTH STREET",1450,16800,15500,1300,15500,14300
32.97864677,-115.5479996,32.97864741,-115.5479998,2014,11,86,IMP,20.99,"BRAWLEY, RIO VISTA AVENUE",1400,16700,16000,1650,19400,18500
32.73064666,-115.549588,32.73064664,-115.549591,2014,11,86,IMP,3.05,WEST HEBER TURN,520,5100,4750,390,4000,3750
37.11359553,-121.0156909,37.11360115,-121.0155686,2014,11,86,IMP,4.53,MC CABE ROAD,390,4000,3750,560,7400,7300
32.77331204,-115.3837492,32.77331204,-115.3837492,2014,11,86,IMP,6.006,JCT. RTE. 8,2000,22800,21400,2650,29500,28500
32.78144169,-115.5524104,32.7814507,-115.5524104,2014,11,86,IMP,L6.534,"EL CENTRO, ROSS AVENUE",2650,29500,28500,2550,27500,26500
32.79185147,-115.5525157,32.79185356,-115.5525159,2014,11,86,IMP,7.24,"EL CENTRO, STATE STREET",2550,27500,26500,2300,26500,25500
33.67722458,-117.3237485,33.67744139,-117.3235087,2014,11,86,IMP,L7.308,MAIN STREET,2300,26500,25500,1700,20300,18700
32.79654884,-115.5615261,32.79654907,-115.5615258,2014,11,86,IMP,L8.028,"EL CENTRO, EIGHTH STREET",1700,20300,18700,1550,18300,16900
32.79838,-115.569954,32.79838019,-115.5699543,2014,11,86,IMP,7.43,"EL CENTRO, EUCLID/HOGAR AVENUES",2600,31500,28500,2400,28000,26000
32.80141071,-115.5698885,32.8014109,-115.5698887,2014,11,86,IMP,7.643,SCOTT AVENUE,2450,29000,26500,2450,30500,27500
32.805654,-115.56988,32.80565422,-115.56988,2014,11,86,IMP,7.93,PICO AVENUE,2450,30500,27500,2450,29000,26500
32.80931709,-115.5698815,32.80931732,-115.5698818,2014,11,86,IMP,8.18,EL DORADO AVENUE,2450,29000,26500,2000,23500,21800
32.821955,-115.569891,32.82195527,-115.5698913,2014,11,86,IMP,9.06,WALL ROAD,2000,23500,21800,1850,22500,21100
32.77393486,-115.5352784,32.77367335,-115.5352736,2014,11,86,IMP,2.077,DOGWOOD ROAD,610,6300,5800,520,5100,4750
32.83839223,-115.5697665,32.83839255,-115.5697668,2014,11,86,IMP,10.19,"IMPERIAL, IMPERIAL AVENUE",1850,22500,21100,1800,22200,20600
32.77393104,-115.5012297,32.77366914,-115.5012368,2014,11,86,IMP,R0,JCT. RTE. 111,0,0,0,540,5700,5400
32.841268,-115.56917,32.84126832,-115.5691702,2014,11,86,IMP,10.39,"IMPERIAL, SECOND STREET",1800,22200,20600,1900,22000,20800
32.843362,-115.568976,32.84336233,-115.5689767,2014,11,86,IMP,10.54,"IMPERIAL, FOURTH STREET",1900,22000,20800,1650,20500,19000
32.84747557,-115.5689753,32.84748135,-115.5689753,2014,11,86,IMP,10.82,IMPERIAL/ BARIONI BLVD,1650,20500,19000,1500,17800,16300
32.851614,-115.56898,32.85161466,-115.5689803,2014,11,86,IMP,11.11,"IMPERIAL, TWELFTH STREET",1500,17800,16300,1450,16800,15500
32.792837,-115.552512,32.79283021,-115.5525124,2014,11,86,IMP,7.308,ADAMS/IMPERIAL AVENUES,1550,18300,16900,2600,31500,28500
33.70797555,-116.1817189,33.70847821,-116.1816493,2014,8,86,RIV,R22.157,DILLON RD,2450,30000,27000,2550,31000,28000
33.64220716,-116.1332023,33.64226012,-116.132826,2014,8,86,RIV,R16.744,AIRPORT BLVD,1700,20500,17000,2450,30000,27000
34.06756149,-117.5450356,34.06755709,-117.5447116,2014,8,86,RIV,R23,JCT. RTE. 10,2550,31000,28000,0,0,0
33.56934023,-116.0927226,33.56935318,-116.092349,2014,8,86,RIV,R11.031,JCT. RTE. 195,1250,15000,13000,1250,15000,13000
33.46235195,-116.0915069,33.46253669,-116.0911186,2014,8,86,RIV,R3.484,81ST AVE,1250,15000,13000,1250,15000,13000
33.42616216,-116.0601449,33.42616371,-116.0597371,2014,8,86,RIV,0,IMPERIAL/RIVERSIDE COUNTY LINE,0,0,0,1250,15000,13000
32.77393104,-115.5012297,32.77366914,-115.5012368,2014,8,86,RIV,R12.477,JCT. RTE. 111,1250,15000,13000,1550,18500,16000
37.3446246,-121.9023054,37.34462423,-121.9023055,2014,4,87,SCL,6.69,W. TAYLOR,9300,129000,124000,6900,96000,92000
37.25550821,-121.8590253,37.255508,-121.858844,2014,4,87,SCL,0,"SAN JOSE, JCT. RTE 85",0,0,0,9400,124000,121000
37.36801931,-121.9237294,37.36801931,-121.9237294,2014,4,87,SCL,T8.755,AIRPORT PARKWAY,6900,96000,92000,6600,92000,88000
37.33663046,-121.897607,37.33663046,-121.897607,2014,4,87,SCL,6.1,"SAN JOSE, JULIAN STREET",8200,114000,109000,9300,129000,124000
37.31729756,-121.9402684,37.317302,-121.940268,2014,4,87,SCL,5.156,"SAN JOSE, JCT. RTE. 280",13700,191000,183000,8200,114000,109000
37.31338469,-121.8861168,37.31338469,-121.8861168,2014,4,87,SCL,4.35,"SAN JOSE, LELONG STREET",12100,168000,161000,13700,191000,183000
37.25553984,-121.8755374,37.2558206,-121.8755608,2014,4,87,SCL,3.563,ALMADEN EXPRESSWAY,10600,141000,137000,12100,168000,161000
37.29413367,-121.8727991,37.29413373,-121.872799,2014,4,87,SCL,2.826,CURTNER AVENUE,10800,144000,140000,10600,141000,137000
37.27420639,-121.8630279,37.27417932,-121.863022,2014,4,87,SCL,1.34,CAPITOL EXPRESSWAY,9400,124000,121000,10800,144000,140000
37.8029787,-122.4699442,37.80327851,-122.4694874,2014,4,87,SCL,9.22,JCT. RTE. 101,6600,92000,88000,0,0,0
38.36527786,-120.794731,38.36527786,-120.794731,2014,10,88,AMA,14.292,JCT. RTE. 49,1200,8900,8700,920,8800,8200
38.6281479,-120.2087204,38.6281479,-120.2087204,2014,10,88,AMA,R58.67,MORMAN EMIGRANT TRAIL,340,2550,2050,370,3000,2350
38.41311032,-120.655236,38.41311032,-120.655236,2014,10,88,AMA,23.36,VOLCANO ROAD,1900,21700,16300,1400,14500,11400
38.41562267,-120.6101416,38.41562267,-120.6101416,2014,10,88,AMA,R26.791,JCT. RTE. 26,1150,9900,8300,970,7800,6700
38.4446072,-120.5323622,38.4446072,-120.5323622,2014,10,88,AMA,R32.053,TIGER CREEK ROAD,940,7500,6300,700,6700,5500
38.455896,-120.5311572,38.455896,-120.5311572,2014,10,88,AMA,32.98,MEADOW DR,750,6900,5500,690,5800,4350
38.47524406,-120.5255941,38.47524406,-120.5255941,2014,10,88,AMA,34.54,INSPIRATION DR,470,4350,2850,440,4650,3500
38.51419533,-120.4830771,38.51419533,-120.4830771,2014,10,88,AMA,R38.305,DEW DROP ROAD,340,3000,2500,350,2600,2000
38.70074318,-120.0773115,38.70074318,-120.0773115,2014,10,88,AMA,71.36,KIRKWOOD MEADOWS DRIVE,360,3250,2350,370,3600,2500
38.70267339,-120.0724512,38.70267339,-120.0724512,2014,10,88,AMA,71.649,AMADOR/ALPINE COUNTY LINE,370,3600,2500,0,0,0
38.70267339,-120.0724512,38.70267339,-120.0724512,2014,10,88,ALP,0,AMADOR/ALPINE COUNTY LINE,0,0,0,370,3600,2500
38.70499,-120.05092,38.70499,-120.05092,2014,10,88,ALP,1.25,CAPLES LAKE,390,3750,1950,380,3700,2450
38.69570159,-119.9925919,38.69570159,-119.9925919,2014,10,88,ALP,R5.23,CARSON PASS SUMMIT (ELEV. 8573 FEET),390,3750,2500,380,3700,2450
38.77636487,-119.9189046,38.77636487,-119.9189046,2014,10,88,ALP,13.4,"PICKETTS, WEST JCT. RTE. 89",340,3000,2200,390,3800,2950
37.90138484,-118.4351249,37.90138484,-118.4351249,2014,10,88,ALP,25.283,NEVADA STATE LINE,540,4450,3400,0,0,0
38.35272519,-120.7652701,38.35272519,-120.7652701,2014,10,88,AMA,14.9,"JACKSON, COURT STREET",920,8800,8200,950,10000,8000
38.77561,-119.82376,38.77561,-119.82376,2014,10,88,ALP,19.223,"WOODFORDS, EAST JCT. RTE. 89",450,3800,2900,430,4000,3300
38.03551569,-121.187139,38.03551569,-121.187139,2014,10,88,SJ,4.94,"WATERLOO, FERGUSON/ COMSTOCK ROADS",870,8600,7500,700,7200,6500
38.35966679,-120.8212357,38.35966679,-120.8212357,2014,10,88,AMA,12.68,EAST JCT. RTE. 104,1300,13600,13000,1150,8700,8100
40.21915756,-122.2517852,40.2192637,-122.2514651,2014,10,88,SJ,0.4,WILCOX ROAD,1400,19300,17000,1400,19300,15000
39.14190533,-121.6346794,39.14179431,-121.6346698,2014,10,88,SJ,0,JCT. RTE. 99,0,0,0,2800,26500,24100
38.00553245,-121.2192332,38.00544352,-121.2191582,2014,10,88,SJ,2.22,FAIRCHILD LANE,1350,12800,12200,1100,11700,10800
38.05802165,-121.1886845,38.05802165,-121.1886845,2014,10,88,SJ,6.518,EIGHT MILE ROAD,780,7500,6700,950,9600,9000
38.101708,-121.178228,38.101708,-121.178228,2014,10,88,SJ,9.61,HARNEY LANE,820,9200,8100,970,11100,9800
38.13762365,-121.1627786,38.13762365,-121.1627786,2014,10,88,SJ,L12.24,"LOCKEFORD, JCT. RTE. 12 WEST",980,11800,10700,1500,14700,14300
37.94211424,-121.1480146,37.94211424,-121.1480142,2014,10,88,SJ,13.6,JACKTONE ROAD,1500,18000,14600,1850,20400,15600
38.16344298,-121.1500803,38.16336,-121.150021,2014,10,88,SJ,14.08,ELLIOTT/TULLY ROADS,1850,20100,15600,1700,17400,13500
38.31987882,-120.9377603,38.31987882,-120.9377603,2014,10,88,AMA,5.527,JCT. RTE. 124 NORTH,870,7500,7300,980,9100,8800
38.19125951,-121.0863516,38.19125951,-121.0863516,2014,10,88,SJ,18.08,MACKVILLE ROAD,1100,15100,12600,1050,16000,11700
38.19783,-121.068151,38.19783,-121.068151,2014,10,88,SJ,19.174,"CLEMENTS, JCT. RTE. 12 EAST",1250,13400,12400,1250,13300,12400
38.236038,-121.051067,38.236038,-121.051067,2014,10,88,SJ,22.093,LIBERTY ROAD,1350,15200,13200,1000,9100,8100
38.27438389,-121.0163878,38.27438389,-121.0163878,2014,10,88,SJ,25.365,SAN JOAQUIN/AMADOR COUNTY,1000,9300,8100,0,0,0
38.27438389,-121.0163878,38.27438389,-121.0163878,2014,10,88,AMA,0,SAN JOAQUIN/AMADOR COUNTY,0,0,0,950,9100,8100
38.330073,-120.907031,38.330073,-120.907031,2014,10,88,AMA,7.389,WEST JCT. RTE. 104,990,10900,8400,1150,12800,12200
38.0009304,-121.2250189,38.00086377,-121.2249914,2014,10,88,SJ,1.77,WHITE LANE,1500,14800,13800,1350,13000,12300
38.412765,-120.667398,38.412765,-120.667398,2014,10,88,AMA,22.69,"PINE GROVE, RIDGE ROAD",1450,14300,10900,1900,21700,16300
38.17847598,-121.1151824,38.17839668,-121.1151593,2014,10,88,SJ,16.27,DISCH ROAD,1550,15600,12100,1050,13600,10900
37.54655374,-122.0229907,37.54683817,-122.0227603,2014,4,880,ALA,8.842,"FREMONT, SOUTH JCT. RTE. 84",14000,209000,204000,14200,212000,207000
37.5296982,-122.0023301,37.52990305,-122.0021412,2014,4,880,ALA,7.189,"FREMONT, MOWERY AVENUE",13200,198000,193000,14000,209000,204000
37.56340142,-122.0385956,37.56366842,-122.038391,2014,4,880,ALA,10.3,"FREMONT, NORTH JCT. RTE. 84",14200,212000,207000,13900,208000,203000
37.50727941,-121.9676268,37.50743378,-121.9672424,2014,4,880,ALA,4.712,"FREMONT, DURHAM RD/ GRIMMER BLVD",11900,178000,174000,13100,196000,191000
37.49240942,-121.9483818,37.49268594,-121.9482941,2014,4,880,ALA,3.247,"FREMONT, LANDING RD/ FREMONT BLVD",12700,189000,185000,11900,178000,174000
37.52234241,-121.9877006,37.52260805,-121.9875502,2014,4,880,ALA,6.239,"FREMONT, STEVENSON BOULEVARD",13100,196000,191000,13200,198000,193000
37.65636464,-122.101668,37.65649405,-122.1013042,2014,4,880,ALA,17.604,WINTON AVENUE,16700,264000,251000,17600,277000,264000
37.57874664,-122.0485015,37.5785441,-122.0480056,2014,4,880,ALA,11.404,"FREMONT, FREMONT BOULEVARD",13900,208000,203000,13800,207000,202000
37.59873632,-122.0611782,37.59875627,-122.0607373,2014,4,880,ALA,13.051,"UNION CITY, ALVARADO/NILES ROAD",14400,215000,210000,14000,209000,204000
37.61753398,-122.0745907,37.61752414,-122.0741361,2014,4,880,ALA,14.537,"HAYWARD, INDUSTRIAL PARKWAY",13800,207000,202000,14800,222000,217000
37.63151883,-122.0845774,37.63152909,-122.0841097,2014,4,880,ALA,15.645,"HAYWARD, TENNYSON ROAD",14800,222000,217000,15600,233000,228000
37.48305699,-121.9365917,37.48330618,-121.9364214,2014,4,880,ALA,2.283,"FREMONT, JCT. RTE. 262 EAST",14000,216000,205000,12700,189000,185000
